county,cnty_fips,c_tot_pop_c,c_tot_death_c,c_tot_lfex_c,c_tot_low_c,c_tot_up_c,c_tot_pop_h,c_tot_death_h,c_tot_lfex_h,c_tot_low_h,c_tot_up_h,c_tot_pop_b,c_tot_death_b,c_tot_lfex_b,c_tot_low_b,c_tot_up_b,c_tot_pop_w,c_tot_death_w,c_tot_lfex_w,c_tot_low_w,c_tot_up_w,c_fem_pop_c,c_fem_death_c,c_fem_lfex_c,c_fem_low_c,c_fem_up_c,c_fem_pop_h,c_fem_death_h,c_fem_lfex_h,c_fem_low_h,c_fem_up_h,c_fem_pop_b,c_fem_death_b,c_fem_lfex_b,c_fem_low_b,c_fem_up_b,c_fem_pop_w,c_fem_death_w,c_fem_lfex_w,c_fem_low_w,c_fem_up_w,c_mal_pop_c,c_mal_death_c,c_mal_lfex_c,c_mal_low_c,c_mal_up_c,c_mal_pop_h,c_mal_death_h,c_mal_lfex_h,c_mal_low_h,c_mal_up_h,c_mal_pop_b,c_mal_death_b,c_mal_lfex_b,c_mal_low_b,c_mal_up_b,c_mal_pop_w,c_mal_death_w,c_mal_lfex_w,c_mal_low_w,c_mal_up_w
Mason,48319,3470.45,464,79.07000000000001,77.19,80.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matagorda,48321,33693.102,3398,75.84,75.34,76.34,13462.55,538,80.06,78.99,81.21000000000001,4042.05,542,70.67,69.19,72.18000000000001,16188.5,2318,75.61,74.90000000000001,76.3,16959.75,1684,78.29000000000001,77.58,78.98,,,,,,,,,,,8239.450199999999,1169,77.67,76.68000000000001,78.66,16733.35,1714,73.41,72.72,74.11,,,,,,,,,,,7949.0498,1149,73.61,72.66,74.57000000000001
Maverick,48323,52300.75,3236,79.12000000000001,78.69,79.54000000000001,50984.5,3046,79.46000000000001,79.03,79.89,,,,,,,,,,,26799.699,1482,82.32000000000001,81.77,82.85000000000001,26193.6,1410,82.55,82.01000000000001,83.09,,,,,,,,,,,25501.051,1754,75.84,75.22,76.45,24790.9,1636,76.25,75.62000000000001,76.88,,,,,,,,,,
McCulloch,48307,7207.6001,1079,74.18000000000001,73,75.35000000000001,,,,,,,,,,,5023.2002,903,73.96000000000001,72.53,75.35000000000001,3728.55,567,77.11,75.48,78.68000000000001,,,,,,,,,,,2645.6001,488,76.69,74.77,78.47,3479.05,512,71.24,69.62000000000001,72.84,,,,,,,,,,,2377.6001,415,71.36,69.38,73.36
McLennan,48309,222649.8,19908,77.08,76.87000000000001,77.28,53492.801,1612,80.45,79.85000000000001,81.04000000000001,33206.352,3135,71.5,70.92,72.08,135950.66,15161,77.62000000000001,77.36,77.87000000000001,114213.9,10077,79.8,79.52,80.08,26379,731,83.12000000000001,82.3,83.93000000000001,17759.1,1565,75.01000000000001,74.23,75.8,70075.79700000001,7781,80.3,79.95,80.63,108435.9,9831,74.21000000000001,73.92,74.5,27113.801,881,77.62000000000001,76.78,78.45,15447.25,1570,67.69,66.91,68.49,65874.852,7380,74.88,74.54000000000001,75.23
Medina,48325,42649.25,3658,78.03,77.57000000000001,78.47,21726.301,1282,77.67,76.99,78.36,,,,,,20032.1,2345,78.26000000000001,77.62000000000001,78.87000000000001,20541.801,1731,80.54000000000001,79.90000000000001,81.18000000000001,10417.6,571,80.73,79.72,81.71000000000001,,,,,,10003.5,1150,80.62000000000001,79.76000000000001,81.45,22107.449,1927,75.66,75.04000000000001,76.26000000000001,11308.7,711,74.88,73.96000000000001,75.8,,,,,,10028.6,1195,76.03,75.17,76.89
Midland,48329,132792.09,9606,79.06,78.78,79.33,51301.25,1559,80.51000000000001,79.95,81.07000000000001,8378.6504,814,72.65000000000001,71.5,73.76000000000001,73112.20299999999,7233,78.96000000000001,78.62000000000001,79.31,67772.5,4648,82.22,81.86,82.59,25768.9,659,83.84,83.02,84.65000000000001,4386.4502,407,76.64,75.08,78.21000000000001,37617.148,3582,82.17,81.69,82.62000000000001,65019.602,4958,75.78,75.39,76.16,25532.35,900,77.31,76.51000000000001,78.09,3992.2,407,68.29000000000001,66.74,69.81,35495.051,3651,75.7,75.2,76.19
Milam,48331,22432.35,2921,74.91,74.27,75.54000000000001,,,,,,,,,,,15077.95,2368,75.63,74.87000000000001,76.39,11400.3,1456,77.77,76.87000000000001,78.66,,,,,,,,,,,7698.3501,1212,77.82000000000001,76.68000000000001,78.94,11032.05,1465,72.11,71.22,72.98,,,,,,,,,,,7379.6001,1156,73.40000000000001,72.39,74.44
Mills,48333,4469.2998,661,78.06,76.65000000000001,79.51000000000001,,,,,,,,,,,3758.3999,625,78.01000000000001,76.44,79.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell,48335,8585,942,75.56,74.54000000000001,76.55,,,,,,,,,,,4276.1499,707,75.14,73.85000000000001,76.47,3210.05,442,76.82000000000001,75.08,78.45,,,,,,,,,,,,,,,,5374.9502,500,74.39,73.23,75.61,,,,,,,,,,,,,,,
Montague,48337,17808.199,2705,73.55,72.85000000000001,74.23,,,,,,,,,,,16288.35,2665,73.34,72.61,74.08,9137.75,1365,77.08,76.15000000000001,77.98,,,,,,,,,,,8378.700199999999,1347,77.03,76.05,77.95,8670.450199999999,1340,70.17,69.16,71.2,,,,,,,,,,,7909.6499,1318,69.84,68.74,70.95
Montgomery,48339,421237,27801,79.71000000000001,79.55,79.86,88585.75,1492,89.96000000000001,89.24,90.64,17145.15,1077,76.82000000000001,75.89,77.71000000000001,315506.09,25232,79.09,78.91,79.26000000000001,212305,13562,81.90000000000001,81.7,82.11,42952.551,626,92.33,91.32000000000001,93.3,8851.5996,499,79.90000000000001,78.7,81.09,160500.84,12437,81.32000000000001,81.09,81.54000000000001,208932,14239,77.48,77.26000000000001,77.71000000000001,45633.199,866,87.42,86.42,88.39,8293.549800000001,578,73.83,72.49,75.12000000000001,155005.25,12795,76.89,76.64,77.13
Moore,48341,19728.15,1382,77.10000000000001,76.37000000000001,77.81,,,,,,,,,,,7977.75,1103,75.25,74.19,76.32000000000001,9816.75,674,79.76000000000001,78.8,80.67,,,,,,,,,,,4091.6499,564,78.11,76.65000000000001,79.49,9911.4004,708,74.44,73.45,75.44,,,,,,,,,,,3886.1001,539,72.38,70.85000000000001,73.90000000000001
Morris,48343,12014,1675,73.63,72.74,74.51000000000001,,,,,,,,,,,8299.9004,1299,73.90000000000001,72.82000000000001,74.95,6197.3501,820,77.47,76.32000000000001,78.62000000000001,,,,,,,,,,,4256.9502,634,78.06,76.72,79.37000000000001,5816.6499,855,69.92,68.64,71.22,,,,,,,,,,,4042.95,665,70.08,68.49,71.63
Nacogdoches,48347,61443.949,5464,75.75,75.37000000000001,76.13,,,,,,11323.3,1018,70.46000000000001,69.55,71.41,39196.352,4291,76.14,75.68000000000001,76.61,31906.699,2738,78.31,77.77,78.85000000000001,,,,,,6342.4502,519,73.8,72.54000000000001,75.08,20312.5,2152,78.7,78.05,79.34,29537.25,2726,73.07000000000001,72.54000000000001,73.60000000000001,,,,,,4980.8501,499,66.59,65.34,67.83,18883.85,2139,73.60000000000001,72.99,74.21000000000001
Navarro,48349,44027.352,4883,75.14,74.7,75.56,,,,,,6286.8999,780,69.72,68.55,70.92,26997.5,3886,74.99,74.44,75.55,22424.5,2463,78.28,77.7,78.87000000000001,,,,,,,,,,,13937.5,1991,78.33,77.58,79.04000000000001,21602.85,2420,71.98,71.38,72.58,,,,,,,,,,,13060,1895,71.78,70.97,72.58
Newton,48351,13585.2,1618,73.32000000000001,72.49,74.15000000000001,,,,,,,,,,,10283.6,1280,73.58,72.61,74.55,6583.5,735,76.43000000000001,75.24,77.60000000000001,,,,,,,,,,,5069.25,585,76.59,75.18000000000001,77.95,7001.7002,883,70.56,69.44,71.67,,,,,,,,,,,5214.3501,695,70.89,69.62000000000001,72.2
Nolan,48353,13793.1,1837,73.44,72.63,74.23,,,,,,,,,,,8493.0996,1439,73.65000000000001,72.62000000000001,74.62000000000001,7071,902,76.57000000000001,75.41,77.7,,,,,,,,,,,4371.1499,729,75.99,74.47,77.47,6722.1001,935,70.42,69.33,71.47,,,,,,,,,,,4121.9502,710,71.51000000000001,70.22,72.78
Nueces,48355,326056.91,25740,77.86,77.69,78.03,204480.2,11958,78.06,77.83,78.27,12023.75,1214,72.88,72,73.79000000000001,109552.95,12568,77.7,77.42,77.99,165460.25,12265,81.05,80.81,81.26000000000001,104315.9,5671,81.29000000000001,81,81.58,6017.1001,579,76.59,75.34,77.85000000000001,55127.25,6015,80.71000000000001,80.31,81.11,160596.66,13475,74.65000000000001,74.41,74.89,100164.3,6287,74.64,74.32000000000001,74.94,6006.6499,635,69.44,68.25,70.64,54425.699,6553,74.88,74.49,75.27
Ochiltree,48357,9491.299800000001,786,75.10000000000001,74.17,76.01000000000001,,,,,,,,,,,4653.5498,713,72.88,71.58,74.18000000000001,4691.25,401,77.41,76.18000000000001,78.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,48361,79494,8976,73.34,73.01000000000001,73.67,,,,,,6879,712,69.99,68.88,71.11,68473.29700000001,8143,73.31,72.96000000000001,73.68000000000001,40346.25,4308,76.23,75.77,76.7,,,,,,,,,,,34750.898,3906,76.23,75.74,76.73,39147.75,4668,70.53,70.05,71,,,,,,,,,,,33722.398,4237,70.58,70.05,71.09
Palo Pinto,48363,25581.75,3091,74.36,73.78,74.96000000000001,,,,,,,,,,,20650.9,2884,74,73.35000000000001,74.63,13040.65,1542,76.96000000000001,76.15000000000001,77.77,,,,,,,,,,,10625.45,1442,76.74,75.82000000000001,77.63,12541.1,1549,71.75,70.93000000000001,72.58,,,,,,,,,,,10025.45,1442,71.34,70.42,72.26000000000001
Panola,48365,22400.301,2591,75.39,74.77,76.02,,,,,,3793.25,410,72.76000000000001,71.11,74.34,16947.551,2155,75.45,74.76000000000001,76.16,11439.1,1328,78.04000000000001,77.19,78.89,,,,,,,,,,,8633.549800000001,1104,78.43000000000001,77.5,79.37000000000001,10961.2,1263,72.73,71.84,73.61,,,,,,,,,,,8314,1051,72.7,71.68000000000001,73.74
Parker,48367,108571.25,8947,78.39,78.10000000000001,78.67,,,,,,,,,,,96163.70299999999,8624,78.01000000000001,77.7,78.31,53959.699,4382,80.39,80,80.78,,,,,,,,,,,48353.852,4247,80.13,79.71000000000001,80.52,54611.551,4565,76.48,76.06,76.90000000000001,,,,,,,,,,,47809.852,4377,76.07000000000001,75.65000000000001,76.5
Parmer,48369,9245.0996,745,78.09,77.06,79.06,,,,,,,,,,,3305.7,586,76.17,74.59,77.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecos,48371,14833.2,1115,77.3,76.52,78.03,10258.45,613,77.5,76.54000000000001,78.41,,,,,,3973.8,485,76.83,75.44,78.27,6632.2002,503,79.51000000000001,78.38,80.63,,,,,,,,,,,,,,,,8201,612,75.33,74.32000000000001,76.31,,,,,,,,,,,,,,,
Polk,48373,41245.648,5893,72.29000000000001,71.79000000000001,72.79000000000001,,,,,,5106.3501,481,70.83,69.41,72.24,30613.199,5253,71.71000000000001,71.13,72.32000000000001,19931.051,2633,76.72,76.04000000000001,77.42,,,,,,,,,,,15351.35,2390,76.07000000000001,75.25,76.87000000000001,21314.6,3260,68.68000000000001,67.99,69.36,,,,,,,,,,,15261.85,2863,68.05,67.21000000000001,68.91
Potter,48375,111645.05,11367,73.82000000000001,73.54000000000001,74.09,41752.148,1332,77.99,77.36,78.59,11633,847,73.64,72.63,74.65000000000001,58259.898,9188,72.77,72.40000000000001,73.14,55842.102,5741,76.71000000000001,76.32000000000001,77.09,20435.15,538,80.85000000000001,80,81.73,,,,,,30028.25,4826,75.60000000000001,75.09,76.11,55802.949,5626,71,70.61,71.38,21317,794,75.21000000000001,74.34,76.10000000000001,6254.2998,470,70.64,69.28,72,28231.65,4362,70,69.47,70.52
Presidio,48377,6882.7998,432,86.35000000000001,85.04000000000001,87.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rains,48379,10031.55,1163,77,76.02,77.97,,,,,,,,,,,9105.700199999999,1122,76.66,75.59,77.69,5037.7998,526,80.49,79.21000000000001,81.7,,,,,,,,,,,4579.2998,508,80.17,78.78,81.48,4993.75,637,73.94,72.51000000000001,75.38,,,,,,,,,,,4526.3999,614,73.65000000000001,72.10000000000001,75.16
Randall,48381,113990.75,8868,79.78,79.48,80.05,18342.4,425,89.16,87.55,90.79000000000001,,,,,,93430.79700000001,8375,79.43000000000001,79.12000000000001,79.73,58429.051,4383,82.33,81.94,82.7,,,,,,,,,,,48252.352,4190,81.97,81.56,82.37000000000001,55561.699,4485,77.08,76.65000000000001,77.48,,,,,,,,,,,45178.449,4185,76.79000000000001,76.34,77.23
Red River,48387,11907.9,1887,72.78,71.88,73.67,,,,,,,,,,,9110.299800000001,1576,73.18000000000001,72.13,74.24,6171.75,907,76.23,74.93000000000001,77.48,,,,,,,,,,,4683.4502,770,76.32000000000001,74.69,77.82000000000001,5736.1499,980,69.51000000000001,68.31,70.79000000000001,,,,,,,,,,,4426.8501,806,70.34,69,71.76000000000001
Reeves,48389,12842.7,1057,79.66,78.67,80.65000000000001,9830.049800000001,714,78.12000000000001,77.03,79.2,,,,,,,,,,,5832.5,454,84.21000000000001,82.85000000000001,85.56,,,,,,,,,,,,,,,,7010.2002,603,75.71000000000001,74.3,77.12000000000001,5157.3501,416,74.25,72.69,75.86,,,,,,,,,,
Refugio,48391,6633.2002,900,75.43000000000001,74.38,76.45,,,,,,,,,,,3028,525,76.68000000000001,75.09,78.16,3364.75,436,78.82000000000001,77.31,80.23,,,,,,,,,,,,,,,,3268.45,464,72.23,70.8,73.64,,,,,,,,,,,,,,,
Robertson,48395,15197.1,1867,74.85000000000001,74.06,75.63,,,,,,3451.55,454,68.67,67,70.42,9076.549800000001,1285,76.45,75.45,77.41,7820.2998,924,78.17,77.12000000000001,79.23,,,,,,,,,,,4630.9502,648,79.09,77.78,80.37000000000001,7376.7998,943,71.59,70.48,72.75,,,,,,,,,,,4445.6001,637,73.94,72.51000000000001,75.33
Rockwall,48397,70430.75,4291,80.38,80.03,80.73,,,,,,,,,,,55506.602,3896,80.3,79.91,80.66,35143.5,2258,81.48,81.01000000000001,81.92,,,,,,,,,,,27884.4,2064,81.47,80.95,81.95,35287.25,2033,79.49,78.97,80.01000000000001,,,,,,,,,,,27622.199,1832,79.33,78.77,79.89
Runnels,48399,9093.4004,1391,74.26000000000001,73.28,75.26000000000001,,,,,,,,,,,5981.1499,1142,74.96000000000001,73.7,76.23,4646.3501,741,76.69,75.31,78.06,,,,,,,,,,,3114.7,626,77.26000000000001,75.52,79,4447.0498,650,71.76000000000001,70.44,73.15000000000001,,,,,,,,,,,2866.45,516,72.62000000000001,70.89,74.3
Rusk,48401,50012.25,5219,76.98,76.53,77.42,,,,,,8864.5,961,75.47,74.23,76.68000000000001,34105.398,4142,76.60000000000001,76.09,77.13,24198.65,2638,79.66,79.02,80.28,,,,,,4125,474,79.47,77.5,81.41,16878.65,2121,79.07000000000001,78.36,79.79000000000001,25813.6,2581,74.29000000000001,73.72,74.90000000000001,,,,,,4739.5,487,71.11,69.66,72.56,17226.75,2021,74.26000000000001,73.55,74.97
Sabine,48403,9851.049800000001,1594,75.42,74.35000000000001,76.47,,,,,,,,,,,8810.0996,1475,75.22,74.07000000000001,76.37000000000001,5099.6499,743,78.5,76.96000000000001,79.95,,,,,,,,,,,4559.3501,684,78.58,77.02,80.10000000000001,4751.3999,851,72.54000000000001,70.99,74.01000000000001,,,,,,,,,,,4250.75,791,72.23,70.55,73.85000000000001
San Augustine,48405,8214,1363,72.82000000000001,71.62000000000001,74.01000000000001,,,,,,,,,,,5763.8999,1043,73.64,72.17,75.06,4246.9502,710,74.88,73.16,76.54000000000001,,,,,,,,,,,,,,,,3967.05,653,70.72,69.06,72.27,,,,,,,,,,,,,,,
San Jacinto,48407,24348.9,2683,76.48,75.83,77.16,,,,,,,,,,,19334.949,2321,76.32000000000001,75.57000000000001,77.08,12169.6,1206,79.27,78.31,80.2,,,,,,,,,,,9673.049800000001,1040,79.11,78.05,80.16,12179.3,1477,73.94,72.99,74.88,,,,,,,,,,,9661.9004,1281,73.91,72.86,74.98
San Patricio,48409,62352.102,5568,75.67,75.31,76.02,34805.699,2294,75.25,74.74,75.74,,,,,,26617.449,3174,75.97,75.43000000000001,76.49,31300.15,2575,78.74,78.23,79.23,17541.949,1042,78.45,77.75,79.13,,,,,,13333.1,1475,79.10000000000001,78.35000000000001,79.83,31051.949,2993,72.75,72.25,73.25,17263.75,1252,72.17,71.46000000000001,72.85000000000001,,,,,,13284.35,1699,73.12000000000001,72.39,73.86
San Saba,48411,5210.2002,671,77.60000000000001,76.2,78.92,,,,,,,,,,,3590.1001,613,76.39,74.65000000000001,78.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scurry,48415,15710.55,1613,76.89,76.08,77.68000000000001,,,,,,,,,,,9223.9004,1300,76.06,75.08,77.08,7738.8501,786,79.79000000000001,78.68000000000001,80.91,,,,,,,,,,,4694.5,647,79.08,77.62000000000001,80.5,7971.7002,827,74.02,72.95,75.13,,,,,,,,,,,4529.3999,653,73,71.64,74.31
Shelby,48419,24411.65,2893,74.11,73.5,74.75,,,,,,4321.7998,521,69.26000000000001,67.71000000000001,70.8,16054.8,2322,74.28,73.52,75.03,12554.35,1419,77.8,76.96000000000001,78.64,,,,,,,,,,,8281.5996,1149,78.14,77.19,79.11,11857.3,1474,70.57000000000001,69.66,71.44,,,,,,,,,,,7773.2002,1173,70.71000000000001,69.60000000000001,71.79000000000001
Smith,48423,198211,18176,78.21000000000001,77.99,78.42,33992.051,570,94.45,92.86,96.05,36182.949,3034,74.84,74.29000000000001,75.37000000000001,128036,14572,78.31,78.05,78.57000000000001,102636.5,9259,80.71000000000001,80.41,81,,,,,,19449.199,1570,77.83,77.08,78.56,66448.852,7445,80.91,80.55,81.26000000000001,95574.5,8917,75.54000000000001,75.22,75.85000000000001,,,,,,16733.75,1464,71.43000000000001,70.64,72.21000000000001,61587.148,7127,75.68000000000001,75.3,76.06
Somervell,48425,7754.0498,778,76.86,75.76000000000001,77.93000000000001,,,,,,,,,,,6251.5498,747,76.06,74.82000000000001,77.26000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starr,48427,58893.699,3498,78.03,77.60000000000001,78.44,57040.199,3417,77.63,77.21000000000001,78.04000000000001,,,,,,,,,,,30151,1616,81.31,80.75,81.89,29217.801,1583,80.90000000000001,80.35000000000001,81.47,,,,,,,,,,,28742.699,1882,74.68000000000001,74.08,75.27,27822.4,1834,74.32000000000001,73.72,74.91,,,,,,,,,,
Stephens,48429,8826.049800000001,1149,75.54000000000001,74.58,76.54000000000001,,,,,,,,,,,6835.5,1089,74.92,73.79000000000001,76.05,4320,571,78.19,76.81,79.68000000000001,,,,,,,,,,,3447.8501,541,77.7,76.08,79.39,4506.0498,578,72.92,71.59,74.32000000000001,,,,,,,,,,,3387.6499,548,72.29000000000001,70.7,73.81
Swisher,48437,7097.5,785,77.14,76.05,78.27,,,,,,,,,,,3542.6499,623,77.03,75.54000000000001,78.49,,,,,,,,,,,,,,,,,,,,,3564.1001,415,73.92,72.40000000000001,75.5,,,,,,,,,,,,,,,
Tarrant,48439,1653930.8,105443,78.73,78.65000000000001,78.81,468689.59,9433,84.44,84.18000000000001,84.69,257899.5,14476,76.48,76.24,76.71000000000001,927341.8100000001,81534,78.40000000000001,78.3,78.49,840008,53193,80.96000000000001,80.85000000000001,81.06,230527.75,4154,86.48,86.15000000000001,86.81,135589.3,7245,78.82000000000001,78.51000000000001,79.13,473891,41794,80.72,80.59,80.85000000000001,813922.8100000001,52250,76.35000000000001,76.23,76.46000000000001,238161.84,5279,82.23,81.84,82.62000000000001,122310.2,7231,74.01000000000001,73.64,74.36,453450.75,39740,76,75.87000000000001,76.14
Taylor,48441,123904.15,12006,76.09,75.82000000000001,76.36,27911.75,1147,76.38,75.65000000000001,77.10000000000001,8413.950199999999,695,70.25,69.02,71.48,87578.45299999999,10164,76.43000000000001,76.12000000000001,76.74,63658.148,6223,78.60000000000001,78.23,78.97,14071.45,532,79.11,78.13,80.11,,,,,,45441.801,5351,78.94,78.52,79.36,60246,5783,73.41,73.03,73.8,13840.3,615,73.38,72.32000000000001,74.38,,,,,,42136.648,4813,73.81,73.37000000000001,74.26000000000001
Terry,48445,11685.95,1250,75.73,74.87000000000001,76.58,,,,,,,,,,,5228.2998,890,74.89,73.55,76.26000000000001,5490.1001,596,78.21000000000001,76.89,79.48,,,,,,,,,,,,,,,,6195.8501,654,73.38,72.34,74.45,,,,,,,,,,,2662.8501,449,72.95,71.32000000000001,74.55
Titus,48449,30859.551,2525,76.85000000000001,76.29000000000001,77.39,,,,,,,,,,,15427.55,2040,76.06,75.31,76.77,15729.55,1280,79.64,78.91,80.32000000000001,,,,,,,,,,,8033.3999,1045,79.14,78.15000000000001,80.08,15130,1245,74.04000000000001,73.22,74.83,,,,,,,,,,,7394.1499,995,72.99,71.94,74.08
Tom Green,48451,104881.75,9881,77.47,77.17,77.75,38203.398,1757,78.18000000000001,77.63,78.73,,,,,,62884.449,7782,77.25,76.88,77.62000000000001,53637.25,5052,80.12000000000001,79.72,80.51000000000001,19352.949,801,81.41,80.66,82.16,,,,,,32484.801,4083,79.81,79.32000000000001,80.3,51244.5,4829,74.67,74.25,75.08,18850.449,956,74.82000000000001,74.05,75.57000000000001,,,,,,30399.65,3699,74.61,74.10000000000001,75.12000000000001
Travis,48453,941614.38,44632,81.97,81.86,82.08,341171.56,7515,84.99,84.72,85.25,83704.148,5237,77.42,77.01000000000001,77.81,516738.66,31880,82.01000000000001,81.88,82.14,463687.94,21982,83.88,83.74,84.03,164819.41,3292,87.08,86.73,87.43000000000001,42832.852,2587,79.86,79.31,80.39,256035.7,16103,83.86,83.68000000000001,84.04000000000001,477926.41,22650,80.03,79.88,80.19,176352.16,4223,82.82000000000001,82.42,83.22,40871.301,2650,75.07000000000001,74.43000000000001,75.68000000000001,260702.95,15777,80.17,79.98,80.36
Trinity,48455,13411,2121,73.84,73.03,74.67,,,,,,,,,,,11156.95,1882,74.43000000000001,73.56,75.29000000000001,6936.5498,958,77.5,76.40000000000001,78.59,,,,,,,,,,,5772.9502,841,78.11,76.99,79.26000000000001,6474.4502,1163,70.32000000000001,69.18000000000001,71.5,,,,,,,,,,,5384,1041,70.92,69.69,72.12000000000001
Tyler,48457,20408.65,2518,75.54000000000001,74.85000000000001,76.2,,,,,,,,,,,16833.9,2289,75.19,74.46000000000001,75.92,9647.75,1173,78.59,77.62000000000001,79.53,,,,,,,,,,,8463.75,1069,78.79000000000001,77.77,79.8,10760.9,1345,72.83,71.94,73.73,,,,,,,,,,,8370.1504,1220,71.95,70.89,72.98
Upshur,48459,36379.699,4205,74.38,73.88,74.89,,,,,,3144.3501,448,69.56,67.73,71.43000000000001,31101.1,3709,74.65000000000001,74.10000000000001,75.19,18472.85,2053,77.51000000000001,76.82000000000001,78.19,,,,,,,,,,,15762.45,1817,77.54000000000001,76.8,78.28,17906.85,2152,71.32000000000001,70.60000000000001,72.03,,,,,,,,,,,15338.65,1892,71.90000000000001,71.14,72.67
Uvalde,48463,24968.15,2293,77.53,76.93000000000001,78.12000000000001,17871.35,1131,77.11,76.37000000000001,77.85000000000001,,,,,,6988.8501,1154,77.34,76.09,78.5,12638.45,1081,80.86,80.05,81.65000000000001,8978.450199999999,509,80.48,79.47,81.47,,,,,,3609.6499,568,80.32000000000001,78.5,81.99,12329.7,1212,74.33,73.52,75.14,8892.9004,622,73.89,72.85000000000001,74.90000000000001,,,,,,3379.2,586,74.55,72.94,76.10000000000001
Val Verde,48465,46334.5,3273,78.58,78.14,79.01000000000001,38049.75,2341,78.90000000000001,78.39,79.39,,,,,,7767.1001,901,77.90000000000001,77.02,78.82000000000001,23152.949,1472,82.16,81.55,82.76000000000001,19302.15,1086,82.34,81.67,83.02,,,,,,,,,,,23181.551,1801,75.19,74.57000000000001,75.79000000000001,18747.6,1255,75.43000000000001,74.69,76.13,,,,,,4135.9502,528,75.08,73.86,76.29000000000001
Van Zandt,48467,48769.551,6196,74.97,74.53,75.40000000000001,,,,,,,,,,,43536.949,5929,74.73,74.26000000000001,75.2,24850.75,3019,78.12000000000001,77.55,78.7,,,,,,,,,,,22396.75,2900,77.98,77.36,78.58,23918.801,3177,71.93000000000001,71.3,72.56,,,,,,,,,,,21140.199,3029,71.69,71.02,72.37000000000001
Victoria,48469,83683.352,7501,77.01000000000001,76.68000000000001,77.32000000000001,37612.352,2069,76.32000000000001,75.79000000000001,76.83,4866.5498,513,71.99,70.57000000000001,73.44,41204.449,4919,77.58,77.14,78.03,42786.801,3643,80.18000000000001,79.75,80.60000000000001,18945.5,946,79.33,78.62000000000001,80.05,,,,,,21316.9,2444,80.85000000000001,80.28,81.40000000000001,40896.551,3858,73.8,73.34,74.26000000000001,18666.85,1123,73.26000000000001,72.53,73.98,,,,,,19887.551,2475,74.40000000000001,73.74,75.06
Walker,48471,65000.199,4584,78.76000000000001,78.36,79.16,,,,,,15126.05,913,76.22,75.29000000000001,77.15000000000001,38806.102,3358,79.25,78.76000000000001,79.73,26407.6,1933,81.62000000000001,81.02,82.22,,,,,,,,,,,16983.699,1519,81.93000000000001,81.19,82.62000000000001,38592.602,2651,76.71000000000001,76.18000000000001,77.23,,,,,,9871.0996,553,75.46000000000001,74.17,76.8,21822.4,1839,77.14,76.49,77.8
Waller,48473,39995.449,2769,78.45,77.93000000000001,78.94,,,,,,10326.2,620,78.01000000000001,76.69,79.27,17888.6,1912,76.86,76.19,77.54000000000001,20301.801,1310,81.53,80.82000000000001,82.22,,,,,,,,,,,9090.25,903,79.77,78.85000000000001,80.68000000000001,19693.65,1459,75.35000000000001,74.64,76.03,,,,,,,,,,,8798.3496,1009,74.2,73.21000000000001,75.16
Ward,48475,9770.6504,1077,74.39,73.46000000000001,75.33,,,,,,,,,,,4521.7998,709,73.11,71.69,74.54000000000001,5025,489,78.60000000000001,77.36,79.86,,,,,,,,,,,,,,,,4745.6499,588,70.48,69.16,71.83,,,,,,,,,,,,,,,
Washington,48477,31400.699,3598,78.32000000000001,77.8,78.84,,,,,,5766.1001,545,72.59,71.19,73.98,21478.5,2971,79.29000000000001,78.69,79.87000000000001,16134.75,1890,80.97,80.25,81.66,,,,,,,,,,,11171.3,1572,81.87000000000001,81.02,82.68000000000001,15265.95,1708,75.52,74.78,76.24,,,,,,,,,,,10307.2,1399,76.58,75.75,77.40000000000001
Webb,48479,239478.66,11504,79.55,79.34,79.77,231649.25,10897,79.62000000000001,79.39,79.84,,,,,,7084.5498,584,77.67,76.55,78.81,123111.2,5340,83.07000000000001,82.78,83.35000000000001,119578.8,5117,83.06,82.77,83.35000000000001,,,,,,,,,,,116367.45,6164,75.78,75.47,76.10000000000001,112070.45,5780,75.85000000000001,75.52,76.17,,,,,,,,,,
Wharton,48481,38729.648,3941,76.26000000000001,75.81,76.73,14695.8,696,77.03,76.12000000000001,77.96000000000001,5607.6499,674,71.40000000000001,70.05,72.7,18426.199,2571,77.24,76.60000000000001,77.87000000000001,19743.75,2018,79.04000000000001,78.39,79.65000000000001,,,,,,,,,,,9539.049800000001,1345,79.94,79.09,80.78,18985.9,1923,73.36,72.72,74.02,,,,,,,,,,,8887.1504,1226,74.54000000000001,73.64,75.43000000000001
Wheeler,48483,4698.5,656,73.99,72.58,75.38,,,,,,,,,,,3461.6499,606,73.76000000000001,71.99,75.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
